STATE,CLASSIFICATION BASED ON SECTOR,YEAR,total_value_actuals,v_2013,v_2022,n_years,cagr,v_2023_calc
Meghalaya,SECONDARY SECTOR,2021,43272938470,59210196490,54197781330,9,-0.00978006,6.16E+10
Meghalaya,SECONDARY SECTOR,2022,54197781330,59210196490,54197781330,9,-0.00978006,6.16E+10
Meghalaya,SECONDARY SECTOR,2023,61580000000,59210196490,54197781330,9,-0.00978006,6.16E+10
Meghalaya,SECONDARY SECTOR,2024,70860000000,59210196490,54197781330,9,-0.00978006,6.16E+10
Meghalaya,TERTIARY SECTOR,2013,85178727300,85178727300,1.90893E+11,9,0.093805036,2.12E+11
Meghalaya,TERTIARY SECTOR,2014,96246206920,85178727300,1.90893E+11,9,0.093805036,2.12E+11
Meghalaya,TERTIARY SECTOR,2015,1.03613E+11,85178727300,1.90893E+11,9,0.093805036,2.12E+11
Meghalaya,TERTIARY SECTOR,2016,1.14185E+11,85178727300,1.90893E+11,9,0.093805036,2.12E+11
Meghalaya,TERTIARY SECTOR,2017,1.26549E+11,85178727300,1.90893E+11,9,0.093805036,2.12E+11
Meghalaya,TERTIARY SECTOR,2018,1.40675E+11,85178727300,1.90893E+11,9,0.093805036,2.12E+11
Meghalaya,TERTIARY SECTOR,2019,1.63216E+11,85178727300,1.90893E+11,9,0.093805036,2.12E+11
Meghalaya,TERTIARY SECTOR,2020,1.78115E+11,85178727300,1.90893E+11,9,0.093805036,2.12E+11
Meghalaya,TERTIARY SECTOR,2021,1.62387E+11,85178727300,1.90893E+11,9,0.093805036,2.12E+11
Meghalaya,TERTIARY SECTOR,2022,1.90893E+11,85178727300,1.90893E+11,9,0.093805036,2.12E+11
Meghalaya,TERTIARY SECTOR,2023,2.1242E+11,85178727300,1.90893E+11,9,0.093805036,2.12E+11
Meghalaya,TERTIARY SECTOR,2024,2.4156E+11,85178727300,1.90893E+11,9,0.093805036,2.12E+11
Mizoram,PRIMARY SECTOR,2013,15798200000,15798200000,62078853907,9,0.16422613,72273823862
Mizoram,PRIMARY SECTOR,2014,18916863120,15798200000,62078853907,9,0.16422613,72273823862
Mizoram,PRIMARY SECTOR,2015,41411900000,15798200000,62078853907,9,0.16422613,72273823862
Mizoram,PRIMARY SECTOR,2016,45935105610,15798200000,62078853907,9,0.16422613,72273823862
Mizoram,PRIMARY SECTOR,2017,50805935040,15798200000,62078853907,9,0.16422613,72273823862
Mizoram,PRIMARY SECTOR,2018,49523473670,15798200000,62078853907,9,0.16422613,72273823862
Mizoram,PRIMARY SECTOR,2019,57385318151,15798200000,62078853907,9,0.16422613,72273823862
Mizoram,PRIMARY SECTOR,2020,62397100000,15798200000,62078853907,9,0.16422613,72273823862
Mizoram,PRIMARY SECTOR,2021,60199579184,15798200000,62078853907,9,0.16422613,72273823862
Mizoram,PRIMARY SECTOR,2022,62078853907,15798200000,62078853907,9,0.16422613,72273823862
Mizoram,PRIMARY SECTOR,2023,72273823862,15798200000,62078853907,9,0.16422613,72273823862
Mizoram,PRIMARY SECTOR,2024,84143074282,15798200000,62078853907,9,0.16422613,72273823862
Mizoram,SECONDARY SECTOR,2013,12972900000,12972900000,60791668616,9,0.187227945,72173567791
Mizoram,SECONDARY SECTOR,2014,18055329890,12972900000,60791668616,9,0.187227945,72173567791
Mizoram,SECONDARY SECTOR,2015,21707700000,12972900000,60791668616,9,0.187227945,72173567791
Mizoram,SECONDARY SECTOR,2016,23958628400,12972900000,60791668616,9,0.187227945,72173567791
Mizoram,SECONDARY SECTOR,2017,27984049770,12972900000,60791668616,9,0.187227945,72173567791
Mizoram,SECONDARY SECTOR,2018,48025620670,12972900000,60791668616,9,0.187227945,72173567791
Mizoram,SECONDARY SECTOR,2019,42325279494,12972900000,60791668616,9,0.187227945,72173567791
Mizoram,SECONDARY SECTOR,2020,55332910000,12972900000,60791668616,9,0.187227945,72173567791
Mizoram,SECONDARY SECTOR,2021,45882762463,12972900000,60791668616,9,0.187227945,72173567791
Mizoram,SECONDARY SECTOR,2022,60791668616,12972900000,60791668616,9,0.187227945,72173567791
Mizoram,SECONDARY SECTOR,2023,72173567791,12972900000,60791668616,9,0.187227945,72173567791
Mizoram,SECONDARY SECTOR,2024,85686476557,12972900000,60791668616,9,0.187227945,72173567791
Mizoram,TERTIARY SECTOR,2013,46496000000,46496000000,1.12166E+11,9,0.102793306,1.23696E+11
Mizoram,TERTIARY SECTOR,2014,51323756280,46496000000,1.12166E+11,9,0.102793306,1.23696E+11
Mizoram,TERTIARY SECTOR,2015,55895900000,46496000000,1.12166E+11,9,0.102793306,1.23696E+11
Mizoram,TERTIARY SECTOR,2016,62813000000,46496000000,1.12166E+11,9,0.102793306,1.23696E+11
Mizoram,TERTIARY SECTOR,2017,70487096310,46496000000,1.12166E+11,9,0.102793306,1.23696E+11
Mizoram,TERTIARY SECTOR,2018,79064000310,46496000000,1.12166E+11,9,0.102793306,1.23696E+11
Mizoram,TERTIARY SECTOR,2019,87109831707,46496000000,1.12166E+11,9,0.102793306,1.23696E+11
Mizoram,TERTIARY SECTOR,2020,1.07747E+11,46496000000,1.12166E+11,9,0.102793306,1.23696E+11
Mizoram,TERTIARY SECTOR,2021,97665130368,46496000000,1.12166E+11,9,0.102793306,1.23696E+11
Mizoram,TERTIARY SECTOR,2022,1.12166E+11,46496000000,1.12166E+11,9,0.102793306,1.23696E+11
Mizoram,TERTIARY SECTOR,2023,1.23696E+11,46496000000,1.12166E+11,9,0.102793306,1.23696E+11
Mizoram,TERTIARY SECTOR,2024,1.36411E+11,46496000000,1.12166E+11,9,0.102793306,1.23696E+11
Nagaland,PRIMARY SECTOR,2013,40823103290,40823103290,60734812600,9,0.045129693,7.54E+10
Nagaland,PRIMARY SECTOR,2014,50076917850,40823103290,60734812600,9,0.045129693,7.54E+10
Nagaland,PRIMARY SECTOR,2015,55364884170,40823103290,60734812600,9,0.045129693,7.54E+10
Nagaland,PRIMARY SECTOR,2016,53443982390,40823103290,60734812600,9,0.045129693,7.54E+10
Nagaland,PRIMARY SECTOR,2017,61570271270,40823103290,60734812600,9,0.045129693,7.54E+10
Nagaland,PRIMARY SECTOR,2018,68078832590,40823103290,60734812600,9,0.045129693,7.54E+10
Nagaland,PRIMARY SECTOR,2019,68639401110,40823103290,60734812600,9,0.045129693,7.54E+10
Nagaland,PRIMARY SECTOR,2020,79595642600,40823103290,60734812600,9,0.045129693,7.54E+10
Nagaland,PRIMARY SECTOR,2021,79229308400,40823103290,60734812600,9,0.045129693,7.54E+10
Nagaland,PRIMARY SECTOR,2022,60734812600,40823103290,60734812600,9,0.045129693,7.54E+10
Nagaland,PRIMARY SECTOR,2023,75400000000,40823103290,60734812600,9,0.045129693,7.54E+10
Nagaland,PRIMARY SECTOR,2024,78802778867,40823103290,60734812600,9,0.045129693,7.54E+10
Nagaland,SECONDARY SECTOR,2013,14771270370,14771270370,30742258250,9,0.084847413,3.55E+10
Nagaland,SECONDARY SECTOR,2014,14564899260,14771270370,30742258250,9,0.084847413,3.55E+10
Nagaland,SECONDARY SECTOR,2015,17126518420,14771270370,30742258250,9,0.084847413,3.55E+10
Nagaland,SECONDARY SECTOR,2016,19399621780,14771270370,30742258250,9,0.084847413,3.55E+10
Nagaland,SECONDARY SECTOR,2017,22165023730,14771270370,30742258250,9,0.084847413,3.55E+10
Nagaland,SECONDARY SECTOR,2018,26880869740,14771270370,30742258250,9,0.084847413,3.55E+10
Nagaland,SECONDARY SECTOR,2019,26732767590,14771270370,30742258250,9,0.084847413,3.55E+10
Nagaland,SECONDARY SECTOR,2020,28440708800,14771270370,30742258250,9,0.084847413,3.55E+10
Nagaland,SECONDARY SECTOR,2021,24539029510,14771270370,30742258250,9,0.084847413,3.55E+10
Nagaland,SECONDARY SECTOR,2022,30742258250,14771270370,30742258250,9,0.084847413,3.55E+10
Nagaland,SECONDARY SECTOR,2023,35540000000,14771270370,30742258250,9,0.084847413,3.55E+10
Nagaland,SECONDARY SECTOR,2024,38555477058,14771270370,30742258250,9,0.084847413,3.55E+10
Nagaland,TERTIARY SECTOR,2013,66498861540,66498861540,1.64679E+11,9,0.106008111,1.87E+11
Nagaland,TERTIARY SECTOR,2014,78899146920,66498861540,1.64679E+11,9,0.106008111,1.87E+11
Nagaland,TERTIARY SECTOR,2015,86985498300,66498861540,1.64679E+11,9,0.106008111,1.87E+11
Nagaland,TERTIARY SECTOR,2016,95921389790,66498861540,1.64679E+11,9,0.106008111,1.87E+11
Nagaland,TERTIARY SECTOR,2017,1.03239E+11,66498861540,1.64679E+11,9,0.106008111,1.87E+11
Nagaland,TERTIARY SECTOR,2018,1.15159E+11,66498861540,1.64679E+11,9,0.106008111,1.87E+11
Nagaland,TERTIARY SECTOR,2019,1.32735E+11,66498861540,1.64679E+11,9,0.106008111,1.87E+11
Nagaland,TERTIARY SECTOR,2020,1.46313E+11,66498861540,1.64679E+11,9,0.106008111,1.87E+11
Nagaland,TERTIARY SECTOR,2021,1.46932E+11,66498861540,1.64679E+11,9,0.106008111,1.87E+11
Nagaland,TERTIARY SECTOR,2022,1.64679E+11,66498861540,1.64679E+11,9,0.106008111,1.87E+11
Nagaland,TERTIARY SECTOR,2023,1.8723E+11,66498861540,1.64679E+11,9,0.106008111,1.87E+11
Nagaland,TERTIARY SECTOR,2024,2.07078E+11,66498861540,1.64679E+11,9,0.106008111,1.87E+11
Orissa,PRIMARY SECTOR,2013,7.25546E+11,7.25546E+11,1.68676E+12,9,0.098272007,1.76E+12
Orissa,PRIMARY SECTOR,2014,7.76099E+11,7.25546E+11,1.68676E+12,9,0.098272007,1.76E+12
Orissa,PRIMARY SECTOR,2015,8.44768E+11,7.25546E+11,1.68676E+12,9,0.098272007,1.76E+12
Orissa,PRIMARY SECTOR,2016,8.1033E+11,7.25546E+11,1.68676E+12,9,0.098272007,1.76E+12
Orissa,PRIMARY SECTOR,2017,9.68514E+11,7.25546E+11,1.68676E+12,9,0.098272007,1.76E+12
Orissa,PRIMARY SECTOR,2018,9.8645E+11,7.25546E+11,1.68676E+12,9,0.098272007,1.76E+12
Orissa,PRIMARY SECTOR,2019,1.15834E+12,7.25546E+11,1.68676E+12,9,0.098272007,1.76E+12
Orissa,PRIMARY SECTOR,2020,1.37657E+12,7.25546E+11,1.68676E+12,9,0.098272007,1.76E+12
Orissa,PRIMARY SECTOR,2021,1.4082E+12,7.25546E+11,1.68676E+12,9,0.098272007,1.76E+12
Orissa,PRIMARY SECTOR,2022,1.68676E+12,7.25546E+11,1.68676E+12,9,0.098272007,1.76E+12
Orissa,PRIMARY SECTOR,2023,1.75936E+12,7.25546E+11,1.68676E+12,9,0.098272007,1.76E+12
Orissa,PRIMARY SECTOR,2024,1.97227E+12,7.25546E+11,1.68676E+12,9,0.098272007,1.76E+12
Orissa,SECONDARY SECTOR,2013,6.12838E+11,6.12838E+11,1.59546E+12,9,0.112169834,1.99E+12
Orissa,SECONDARY SECTOR,2014,7.00354E+11,6.12838E+11,1.59546E+12,9,0.112169834,1.99E+12
Orissa,SECONDARY SECTOR,2015,6.37805E+11,6.12838E+11,1.59546E+12,9,0.112169834,1.99E+12
Orissa,SECONDARY SECTOR,2016,6.18411E+11,6.12838E+11,1.59546E+12,9,0.112169834,1.99E+12
Orissa,SECONDARY SECTOR,2017,8.29561E+11,6.12838E+11,1.59546E+12,9,0.112169834,1.99E+12
Orissa,SECONDARY SECTOR,2018,9.97076E+11,6.12838E+11,1.59546E+12,9,0.112169834,1.99E+12
Orissa,SECONDARY SECTOR,2019,1.23904E+12,6.12838E+11,1.59546E+12,9,0.112169834,1.99E+12
Orissa,SECONDARY SECTOR,2020,1.0812E+12,6.12838E+11,1.59546E+12,9,0.112169834,1.99E+12
Orissa,SECONDARY SECTOR,2021,1.22149E+12,6.12838E+11,1.59546E+12,9,0.112169834,1.99E+12
Orissa,SECONDARY SECTOR,2022,1.59546E+12,6.12838E+11,1.59546E+12,9,0.112169834,1.99E+12
Orissa,SECONDARY SECTOR,2023,1.98634E+12,6.12838E+11,1.59546E+12,9,0.112169834,1.99E+12
Orissa,SECONDARY SECTOR,2024,2.12264E+12,6.12838E+11,1.59546E+12,9,0.112169834,1.99E+12
Orissa,TERTIARY SECTOR,2013,8.69374E+11,8.69374E+11,1.73953E+12,9,0.080113962,2.04E+12
Orissa,TERTIARY SECTOR,2014,9.72993E+11,8.69374E+11,1.73953E+12,9,0.080113962,2.04E+12
Orissa,TERTIARY SECTOR,2015,1.07618E+12,8.69374E+11,1.73953E+12,9,0.080113962,2.04E+12
Orissa,TERTIARY SECTOR,2016,1.17061E+12,8.69374E+11,1.73953E+12,9,0.080113962,2.04E+12
Orissa,TERTIARY SECTOR,2017,1.24696E+12,8.69374E+11,1.73953E+12,9,0.080113962,2.04E+12
Orissa,TERTIARY SECTOR,2018,1.40226E+12,8.69374E+11,1.73953E+12,9,0.080113962,2.04E+12
Orissa,TERTIARY SECTOR,2019,1.49165E+12,8.69374E+11,1.73953E+12,9,0.080113962,2.04E+12
Orissa,TERTIARY SECTOR,2020,1.64198E+12,8.69374E+11,1.73953E+12,9,0.080113962,2.04E+12
Orissa,TERTIARY SECTOR,2021,1.47797E+12,8.69374E+11,1.73953E+12,9,0.080113962,2.04E+12
Orissa,TERTIARY SECTOR,2022,1.73953E+12,8.69374E+11,1.73953E+12,9,0.080113962,2.04E+12
Orissa,TERTIARY SECTOR,2023,2.04347E+12,8.69374E+11,1.73953E+12,9,0.080113962,2.04E+12
Orissa,TERTIARY SECTOR,2024,2.32436E+12,8.69374E+11,1.73953E+12,9,0.080113962,2.04E+12
Puducherry,PRIMARY SECTOR,2013,10894200000,10894200000,19537466958,9,0.067052725,2.08E+10
Puducherry,PRIMARY SECTOR,2014,11941800000,10894200000,19537466958,9,0.067052725,2.08E+10
Puducherry,PRIMARY SECTOR,2015,12523398010,10894200000,19537466958,9,0.067052725,2.08E+10
Puducherry,PRIMARY SECTOR,2016,13293632580,10894200000,19537466958,9,0.067052725,2.08E+10
Puducherry,PRIMARY SECTOR,2017,15248230810,10894200000,19537466958,9,0.067052725,2.08E+10
Puducherry,PRIMARY SECTOR,2018,16787315790,10894200000,19537466958,9,0.067052725,2.08E+10
Puducherry,PRIMARY SECTOR,2019,16945437780,10894200000,19537466958,9,0.067052725,2.08E+10
Puducherry,PRIMARY SECTOR,2020,17697756838,10894200000,19537466958,9,0.067052725,2.08E+10
Puducherry,PRIMARY SECTOR,2021,16361346734,10894200000,19537466958,9,0.067052725,2.08E+10
Puducherry,PRIMARY SECTOR,2022,19537466958,10894200000,19537466958,9,0.067052725,2.08E+10
Puducherry,PRIMARY SECTOR,2023,20770000000,10894200000,19537466958,9,0.067052725,2.08E+10
Puducherry,PRIMARY SECTOR,2024,22162685096,10894200000,19537466958,9,0.067052725,2.08E+10
Puducherry,SECONDARY SECTOR,2013,62238200000,62238200000,1.65109E+11,9,0.114497666,1.90E+11
Puducherry,SECONDARY SECTOR,2014,81207600000,62238200000,1.65109E+11,9,0.114497666,1.90E+11
Puducherry,SECONDARY SECTOR,2015,72714702420,62238200000,1.65109E+11,9,0.114497666,1.90E+11
Puducherry,SECONDARY SECTOR,2016,95792550340,62238200000,1.65109E+11,9,0.114497666,1.90E+11
Puducherry,SECONDARY SECTOR,2017,1.05524E+11,62238200000,1.65109E+11,9,0.114497666,1.90E+11
Puducherry,SECONDARY SECTOR,2018,1.13269E+11,62238200000,1.65109E+11,9,0.114497666,1.90E+11
Puducherry,SECONDARY SECTOR,2019,1.30109E+11,62238200000,1.65109E+11,9,0.114497666,1.90E+11
Puducherry,SECONDARY SECTOR,2020,1.29509E+11,62238200000,1.65109E+11,9,0.114497666,1.90E+11
Puducherry,SECONDARY SECTOR,2021,1.38009E+11,62238200000,1.65109E+11,9,0.114497666,1.90E+11
Puducherry,SECONDARY SECTOR,2022,1.65109E+11,62238200000,1.65109E+11,9,0.114497666,1.90E+11
Puducherry,SECONDARY SECTOR,2023,1.8983E+11,62238200000,1.65109E+11,9,0.114497666,1.90E+11
Puducherry,SECONDARY SECTOR,2024,2.11565E+11,62238200000,1.65109E+11,9,0.114497666,1.90E+11
Puducherry,TERTIARY SECTOR,2013,72671000000,72671000000,1.59876E+11,9,0.091558042,1.86E+11
Puducherry,TERTIARY SECTOR,2014,77815800000,72671000000,1.59876E+11,9,0.091558042,1.86E+11
Puducherry,TERTIARY SECTOR,2015,88387628180,72671000000,1.59876E+11,9,0.091558042,1.86E+11
Puducherry,TERTIARY SECTOR,2016,99535455310,72671000000,1.59876E+11,9,0.091558042,1.86E+11
Puducherry,TERTIARY SECTOR,2017,1.11645E+11,72671000000,1.59876E+11,9,0.091558042,1.86E+11
Puducherry,TERTIARY SECTOR,2018,1.22911E+11,72671000000,1.59876E+11,9,0.091558042,1.86E+11
Puducherry,TERTIARY SECTOR,2019,1.34675E+11,72671000000,1.59876E+11,9,0.091558042,1.86E+11
Puducherry,TERTIARY SECTOR,2020,1.48294E+11,72671000000,1.59876E+11,9,0.091558042,1.86E+11
Puducherry,TERTIARY SECTOR,2021,1.35998E+11,72671000000,1.59876E+11,9,0.091558042,1.86E+11
Puducherry,TERTIARY SECTOR,2022,1.59876E+11,72671000000,1.59876E+11,9,0.091558042,1.86E+11
Puducherry,TERTIARY SECTOR,2023,1.8554E+11,72671000000,1.59876E+11,9,0.091558042,1.86E+11
Puducherry,TERTIARY SECTOR,2024,2.02528E+11,72671000000,1.59876E+11,9,0.091558042,1.86E+11
Punjab,PRIMARY SECTOR,2013,8.02406E+11,8.02406E+11,1.44563E+12,9,0.067595888,1.53E+12
Punjab,PRIMARY SECTOR,2014,8.69671E+11,8.02406E+11,1.44563E+12,9,0.067595888,1.53E+12
Punjab,PRIMARY SECTOR,2015,9.03536E+11,8.02406E+11,1.44563E+12,9,0.067595888,1.53E+12
Punjab,PRIMARY SECTOR,2016,9.6496E+11,8.02406E+11,1.44563E+12,9,0.067595888,1.53E+12
Punjab,PRIMARY SECTOR,2017,1.07609E+12,8.02406E+11,1.44563E+12,9,0.067595888,1.53E+12
Punjab,PRIMARY SECTOR,2018,1.19156E+12,8.02406E+11,1.44563E+12,9,0.067595888,1.53E+12
Punjab,PRIMARY SECTOR,2019,1.29164E+12,8.02406E+11,1.44563E+12,9,0.067595888,1.53E+12
Punjab,PRIMARY SECTOR,2020,1.34805E+12,8.02406E+11,1.44563E+12,9,0.067595888,1.53E+12
Punjab,PRIMARY SECTOR,2021,1.40656E+12,8.02406E+11,1.44563E+12,9,0.067595888,1.53E+12
Punjab,PRIMARY SECTOR,2022,1.44563E+12,8.02406E+11,1.44563E+12,9,0.067595888,1.53E+12
Punjab,PRIMARY SECTOR,2023,1.53195E+12,8.02406E+11,1.44563E+12,9,0.067595888,1.53E+12
Punjab,PRIMARY SECTOR,2024,1.63767E+12,8.02406E+11,1.44563E+12,9,0.067595888,1.53E+12
Punjab,SECONDARY SECTOR,2013,5.71366E+11,5.71366E+11,1.22192E+12,9,0.08812989,1.32E+12
Punjab,SECONDARY SECTOR,2014,6.34585E+11,5.71366E+11,1.22192E+12,9,0.08812989,1.32E+12
Punjab,SECONDARY SECTOR,2015,6.53615E+11,5.71366E+11,1.22192E+12,9,0.08812989,1.32E+12
Punjab,SECONDARY SECTOR,2016,7.27383E+11,5.71366E+11,1.22192E+12,9,0.08812989,1.32E+12
Punjab,SECONDARY SECTOR,2017,7.97586E+11,5.71366E+11,1.22192E+12,9,0.08812989,1.32E+12
Punjab,SECONDARY SECTOR,2018,8.89027E+11,5.71366E+11,1.22192E+12,9,0.08812989,1.32E+12
Punjab,SECONDARY SECTOR,2019,9.8148E+11,5.71366E+11,1.22192E+12,9,0.08812989,1.32E+12
Punjab,SECONDARY SECTOR,2020,9.94998E+11,5.71366E+11,1.22192E+12,9,0.08812989,1.32E+12
Punjab,SECONDARY SECTOR,2021,9.88293E+11,5.71366E+11,1.22192E+12,9,0.08812989,1.32E+12
Punjab,SECONDARY SECTOR,2022,1.22192E+12,5.71366E+11,1.22192E+12,9,0.08812989,1.32E+12
Punjab,SECONDARY SECTOR,2023,1.32211E+12,5.71366E+11,1.22192E+12,9,0.08812989,1.32E+12
Punjab,SECONDARY SECTOR,2024,1.43262E+12,5.71366E+11,1.22192E+12,9,0.08812989,1.32E+12
Punjab,TERTIARY SECTOR,2013,1.12843E+12,1.12843E+12,2.0787E+12,9,0.070235846,2.30E+12
Punjab,TERTIARY SECTOR,2014,1.23665E+12,1.12843E+12,2.0787E+12,9,0.070235846,2.30E+12
Punjab,TERTIARY SECTOR,2015,1.34708E+12,1.12843E+12,2.0787E+12,9,0.070235846,2.30E+12
Punjab,TERTIARY SECTOR,2016,1.43844E+12,1.12843E+12,2.0787E+12,9,0.070235846,2.30E+12
Punjab,TERTIARY SECTOR,2017,1.5603E+12,1.12843E+12,2.0787E+12,9,0.070235846,2.30E+12
Punjab,TERTIARY SECTOR,2018,1.70575E+12,1.12843E+12,2.0787E+12,9,0.070235846,2.30E+12
Punjab,TERTIARY SECTOR,2019,1.83384E+12,1.12843E+12,2.0787E+12,9,0.070235846,2.30E+12
Punjab,TERTIARY SECTOR,2020,1.97675E+12,1.12843E+12,2.0787E+12,9,0.070235846,2.30E+12
Punjab,TERTIARY SECTOR,2021,1.79857E+12,1.12843E+12,2.0787E+12,9,0.070235846,2.30E+12
Punjab,TERTIARY SECTOR,2022,2.0787E+12,1.12843E+12,2.0787E+12,9,0.070235846,2.30E+12
Punjab,TERTIARY SECTOR,2023,2.29793E+12,1.12843E+12,2.0787E+12,9,0.070235846,2.30E+12
Punjab,TERTIARY SECTOR,2024,2.49113E+12,1.12843E+12,2.0787E+12,9,0.070235846,2.30E+12
Rajasthan,PRIMARY SECTOR,2013,1.58015E+12,1.58015E+12,3.38695E+12,9,0.088403707,3.72E+12
Rajasthan,PRIMARY SECTOR,2014,1.72007E+12,1.58015E+12,3.38695E+12,9,0.088403707,3.72E+12
Rajasthan,PRIMARY SECTOR,2015,1.83922E+12,1.58015E+12,3.38695E+12,9,0.088403707,3.72E+12
Rajasthan,PRIMARY SECTOR,2016,1.95167E+12,1.58015E+12,3.38695E+12,9,0.088403707,3.72E+12
Rajasthan,PRIMARY SECTOR,2017,2.32328E+12,1.58015E+12,3.38695E+12,9,0.088403707,3.72E+12
Rajasthan,PRIMARY SECTOR,2018,2.39179E+12,1.58015E+12,3.38695E+12,9,0.088403707,3.72E+12
Rajasthan,PRIMARY SECTOR,2019,2.31094E+12,1.58015E+12,3.38695E+12,9,0.088403707,3.72E+12
Rajasthan,PRIMARY SECTOR,2020,2.66624E+12,1.58015E+12,3.38695E+12,9,0.088403707,3.72E+12
Rajasthan,PRIMARY SECTOR,2021,3.01599E+12,1.58015E+12,3.38695E+12,9,0.088403707,3.72E+12
Rajasthan,PRIMARY SECTOR,2022,3.38695E+12,1.58015E+12,3.38695E+12,9,0.088403707,3.72E+12
Rajasthan,PRIMARY SECTOR,2023,3.72168E+12,1.58015E+12,3.38695E+12,9,0.088403707,3.72E+12
Rajasthan,PRIMARY SECTOR,2024,4.22823E+12,1.58015E+12,3.38695E+12,9,0.088403707,3.72E+12
Rajasthan,SECONDARY SECTOR,2013,9.59177E+11,9.59177E+11,2.27978E+12,9,0.100973928,2.58E+12
Rajasthan,SECONDARY SECTOR,2014,9.80519E+11,9.59177E+11,2.27978E+12,9,0.100973928,2.58E+12
Rajasthan,SECONDARY SECTOR,2015,1.10484E+12,9.59177E+11,2.27978E+12,9,0.100973928,2.58E+12
Rajasthan,SECONDARY SECTOR,2016,1.28916E+12,9.59177E+11,2.27978E+12,9,0.100973928,2.58E+12
Rajasthan,SECONDARY SECTOR,2017,1.36075E+12,9.59177E+11,2.27978E+12,9,0.100973928,2.58E+12
Rajasthan,SECONDARY SECTOR,2018,1.46337E+12,9.59177E+11,2.27978E+12,9,0.100973928,2.58E+12
Rajasthan,SECONDARY SECTOR,2019,1.66549E+12,9.59177E+11,2.27978E+12,9,0.100973928,2.58E+12
Rajasthan,SECONDARY SECTOR,2020,1.83709E+12,9.59177E+11,2.27978E+12,9,0.100973928,2.58E+12
Rajasthan,SECONDARY SECTOR,2021,1.86256E+12,9.59177E+11,2.27978E+12,9,0.100973928,2.58E+12
Rajasthan,SECONDARY SECTOR,2022,2.27978E+12,9.59177E+11,2.27978E+12,9,0.100973928,2.58E+12
Rajasthan,SECONDARY SECTOR,2023,2.58296E+12,9.59177E+11,2.27978E+12,9,0.100973928,2.58E+12
Rajasthan,SECONDARY SECTOR,2024,2.78096E+12,9.59177E+11,2.27978E+12,9,0.100973928,2.58E+12
Rajasthan,TERTIARY SECTOR,2013,1.70962E+12,1.70962E+12,4.2872E+12,9,0.107551396,5.02E+12
Rajasthan,TERTIARY SECTOR,2014,1.96495E+12,1.70962E+12,4.2872E+12,9,0.107551396,5.02E+12
Rajasthan,TERTIARY SECTOR,2015,2.25116E+12,1.70962E+12,4.2872E+12,9,0.107551396,5.02E+12
Rajasthan,TERTIARY SECTOR,2016,2.48108E+12,1.70962E+12,4.2872E+12,9,0.107551396,5.02E+12
Rajasthan,TERTIARY SECTOR,2017,2.75608E+12,1.70962E+12,4.2872E+12,9,0.107551396,5.02E+12
Rajasthan,TERTIARY SECTOR,2018,3.1816E+12,1.70962E+12,4.2872E+12,9,0.107551396,5.02E+12
Rajasthan,TERTIARY SECTOR,2019,3.69113E+12,1.70962E+12,4.2872E+12,9,0.107551396,5.02E+12
Rajasthan,TERTIARY SECTOR,2020,3.94654E+12,1.70962E+12,4.2872E+12,9,0.107551396,5.02E+12
Rajasthan,TERTIARY SECTOR,2021,3.61123E+12,1.70962E+12,4.2872E+12,9,0.107551396,5.02E+12
Rajasthan,TERTIARY SECTOR,2022,4.2872E+12,1.70962E+12,4.2872E+12,9,0.107551396,5.02E+12
Rajasthan,TERTIARY SECTOR,2023,5.01748E+12,1.70962E+12,4.2872E+12,9,0.107551396,5.02E+12
Rajasthan,TERTIARY SECTOR,2024,5.59248E+12,1.70962E+12,4.2872E+12,9,0.107551396,5.02E+12
Sikkim,PRIMARY SECTOR,2013,9659329240,9659329240,29731664943,9,0.133058866,3.26E+10
Sikkim,PRIMARY SECTOR,2014,10843352270,9659329240,29731664943,9,0.133058866,3.26E+10
Sikkim,PRIMARY SECTOR,2015,12410217360,9659329240,29731664943,9,0.133058866,3.26E+10
Sikkim,PRIMARY SECTOR,2016,13882897580,9659329240,29731664943,9,0.133058866,3.26E+10
Sikkim,PRIMARY SECTOR,2017,17204883240,9659329240,29731664943,9,0.133058866,3.26E+10
Sikkim,PRIMARY SECTOR,2018,21946291780,9659329240,29731664943,9,0.133058866,3.26E+10
Sikkim,PRIMARY SECTOR,2019,25713547900,9659329240,29731664943,9,0.133058866,3.26E+10
Sikkim,PRIMARY SECTOR,2020,28137305779,9659329240,29731664943,9,0.133058866,3.26E+10
Sikkim,PRIMARY SECTOR,2021,27552598566,9659329240,29731664943,9,0.133058866,3.26E+10
Sikkim,PRIMARY SECTOR,2022,29731664943,9659329240,29731664943,9,0.133058866,3.26E+10
Sikkim,PRIMARY SECTOR,2023,32560000000,9659329240,29731664943,9,0.133058866,3.26E+10
Sikkim,PRIMARY SECTOR,2024,36892396675,9659329240,29731664943,9,0.133058866,3.26E+10
Sikkim,SECONDARY SECTOR,2013,63344136710,63344136710,1.8977E+11,9,0.129657413,2.15E+11
Sikkim,SECONDARY SECTOR,2014,70130062770,63344136710,1.8977E+11,9,0.129657413,2.15E+11
Sikkim,SECONDARY SECTOR,2015,78262580990,63344136710,1.8977E+11,9,0.129657413,2.15E+11
Sikkim,SECONDARY SECTOR,2016,91134022040,63344136710,1.8977E+11,9,0.129657413,2.15E+11
Sikkim,SECONDARY SECTOR,2017,1.06604E+11,63344136710,1.8977E+11,9,0.129657413,2.15E+11
